"Title";"Year";"Album";"Popularity";"durationMin";"Key";"Mode";"Tempo";"Time_signature";"Valence";"Danceability";"Energy";"Loudness";"Acousticness";"Single A side";"Single B side";"Single certification";"newStyle";"newTheme";"newMood";"newGenre";"Songwriter(s)";"primaryWriter";"Lead vocal(s)";"primaryVocals";"Cover";"Covered by";"Chart position UK (Wikipedia)";"Chart position US (Wikipedia)";"Highest position (The Guardian)";"Weeks on chart in UK (The Guardian)";"Weeks at No1 in UK (The Guardian)";"Highest position (Billboard)";"Weeks at No1 (Billboard)";"Top 50 (Billboard)";"Top 50 (Ultimate classic rock)";"Top 50 (Rolling Stone)";"Top 50 (NME)";"Top 50 (Top50songs.org)";"Top 50 (USA today, 2017)";"Top 50 (Vulture, by Bill Wyman)"
"Rain";"1966";"Past Masters (Vols. 1 & 2 / Remastered)";"52";2.98;"C";"Major";"106.933";"4";"0.541";"0.234";"0.693";"-8.277";"2.82e-05";"Paperback Writer";"Rain";"RIAA Gold";"British Invasion";"Rainy Day";"Dreamy";"Psychedelic Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"12";"1";"23";"";"0";"0";"23";"0";"42";"24";"";"40";"";"";"10"
"Revolution";"1968";"Past Masters (Vols. 1 & 2 / Remastered)";"41";3.35;"C#/Db";"Major";"121.054";"4";"0.708";"0.417";"0.825";"-9.539";"0.0888";"Hey Jude";"Revolution";"RIAA 4xPlatinum";"Contemporary Pop/Rock";"Revolutionary";"Acerbic";"Hard rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"18";"1";"12";"";"0";"0";"12";"0";"32";"34";"13";"21";"";"5";""
"Revolution 1";"1968";"The Beatles";"52";3.35;"A";"Major";"98.425";"4";"0.695";"0.386";"0.626";"-9.451";"0.0785";"";"";"";"Contemporary Pop/Rock";"Revolutionary";"Acerbic";"Hard rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"2";"";"";"";"0";"0";"";"0";"";"";"";"";"";"35";""
"Revolution 9";"1968";"The Beatles";"47";8.37;"D";"Minor";"91.158";"4";"0.101";"0.208";"0.615";"-15.297";"0.769";"";"";"";"Alternative/Indie Rock";"";"Cold";"Avant-Garde";"Lennon, with Ono and Harrison";"Lennon";"";"None";"N";"4";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Rock and Roll Music";"1964";"Beatles for Sale";"55";2.5;"A";"Major";"167.092";"4";"0.965";"0.457";"0.917";"-6.213";"0.566";"Rock and Roll Music; No Reply";"I'm a Loser; Rock and Roll Music";"";"British Invasion";"Hanging Out";"Energetic";"Rock and Roll";"Berry";"Other";"Lennon";"Lennon";"Y";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Rocky Raccoon";"1968";"The Beatles";"61";3.55;"G";"Major";"79.456";"4";"0.648";"0.599";"0.363";"-11.728";"0.333";"";"";"";"Contemporary Pop/Rock";"";"Amiable/Good-Natured";"Country";"McCartney, with Lennon";"McCartney";"McCartney";"McCartney";"N";"7";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Roll Over Beethoven";"1963";"With the Beatles";"56";2.8;"D";"Major";"160.673";"4";"0.967";"0.351";"0.749";"-9.435";"0.289";"Roll Over Beethoven; Roll Over Beethoven";"Please Mr. Postman; Misery";"";"British Invasion";"Celebration";"Amiable/Good-Natured";"Rock and Roll";"Berry";"Other";"Harrison";"Harrison";"Y";"";"";"68";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Run for Your Life";"1965";"Rubber Soul";"55";2.3;"D";"Major";"176.732";"4";"0.822";"0.563";"0.705";"-9.232";"0.0103";"";"";"";"British Invasion";"Jealousy";"Acerbic";"Rock";"Lennon, with McCartney";"Lennon";"Lennon";"Lennon";"N";"5";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Savoy Truffle";"1968";"The Beatles";"50";2.9;"B";"Minor";"120.761";"4";"0.793";"0.623";"0.544";"-11.043";"0.00814";"";"";"";"Contemporary Pop/Rock";"";"Freewheeling";"Soul";"Harrison";"Harrison";"Harrison";"Harrison";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Sexy Sadie";"1968";"The Beatles";"54";3.25;"C";"Major";"75.478";"4";"0.671";"0.577";"0.624";"-9.626";"0.33";"";"";"";"Contemporary Pop/Rock";"Late Night";"Acerbic";"Pop/Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Sgt. Pepper's Lonely Hearts Club Band";"1967";"Sgt. Pepper's Lonely Hearts Club Band";"64";1.98;"G";"Major";"95.513";"4";"0.583";"0.451";"0.673";"-9.115";"0.0857";"Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends";"A Day in the Life";"";"British Psychedelia";"";"Playful";"Psychedelic Rock";"McCartney";"McCartney";"McCartney, with Lennon";"McCartney";"N";"15";"63";"71";"63";"3";"0";"";"0";"";"";"";"";"32";"";""
"Sgt. Pepper's Lonely Hearts Club Band (Reprise)";"1967";"Sgt. Pepper's Lonely Hearts Club Band";"52";1.33;"C";"Major";"118.773";"4";"0.879";"0.653";"0.889";"-8.006";"0.0061";"";"";"";"British Psychedelia";"";"Playful";"Psychedelic Rock";"McCartney";"McCartney";"McCartney, with Lennon and Harrison";"McCartney";"N";"5";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";"48"
"She Came in Through the Bathroom Window";"1969";"Abbey Road";"61";1.95;"D";"Major";"80.652";"4";"0.69";"0.53";"0.72";"-8.793";"0.00376";"";"";"";"Album Rock";"";"Energetic";"Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"2";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"She Loves You";"1963";"Past Masters (Vols. 1 & 2 / Remastered)";"51";2.3;"G";"Major";"75.442";"4";"0.927";"0.391";"0.883";"-5.973";"0.264";"She Loves You";"I'll Get You";"";"Alternative/Indie Rock";"In Love";"Agreeable";"Rock and Roll";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"N";"19";"1";"1";"1";"33";"6";"1";"2";"3";"14";"14";"34";"24";"";"4"
"She Said She Said";"1966";"Revolver";"56";2.62;"D#/Eb";"Major";"106.476";"4";"0.672";"0.329";"0.678";"-7.878";"0.103";"";"";"";"British Invasion";"";"Acerbic";"Psychedelic Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"5";"";"";"";"0";"0";"";"0";"";"";"37";"";"";"44";"11"
"She's Leaving Home";"1967";"Sgt. Pepper's Lonely Hearts Club Band";"60";3.58;"E";"Major";"127.581";"3";"0.393";"0.381";"0.214";"-11.629";"0.944";"";"";"";"Contemporary Pop/Rock";"Loss/Grief";"Bittersweet";"Baroque Pop";"McCartney, with Lennon";"McCartney";"McCartney, with Lennon";"McCartney";"N";"26";"";"";"";"0";"0";"";"0";"";"";"";"47";"";"";""
"She's a Woman";"1964";"Past Masters (Vols. 1 & 2 / Remastered)";"45";3.05;"A";"Major";"88.628";"4";"0.961";"0.72";"0.513";"-9.217";"0.367";"I Feel Fine";"She's a Woman";"RIAA Gold";"British Invasion";"Cool & Cocky";"Bright";"Rock and Roll";"McCartney";"McCartney";"McCartney";"McCartney";"N";"6";"";"4";"";"0";"0";"4";"0";"31";"";"";"";"";"";""
"Slow Down";"1964";"Past Masters (Vols. 1 & 2 / Remastered)";"39";2.92;"C";"Major";"168.618";"4";"0.839";"0.494";"0.799";"-7.327";"0.707";"Matchbox";"Slow Down";"";"British Invasion";"";"Bright";"Rock and Roll";"Williams";"Other";"Lennon";"Lennon";"Y";"";"";"25";"";"0";"0";"25";"0";"44";"";"";"";"";"";""
"Something";"1969";"Abbey Road";"76";2.98;"C";"Major";"133.522";"4";"0.377";"0.396";"0.338";"-10.872";"0.198";"Something";"Come Together";"RIAA 2xPlatinum";"Contemporary Pop/Rock";"Anniversary";"Poignant";"Rock";"Harrison";"Harrison";"Harrison";"Harrison";"N";"43";"4";"1";"4";"12";"0";"3";"0";"30";"7";"6";"13";"10";"3";"13"
"Strawberry Fields Forever";"1966";"Magical Mystery Tour";"71";4.08;"A#/Bb";"Major";"97.871";"4";"0.289";"0.39";"0.502";"-12.277";"0.336";"Penny Lane";"Strawberry Fields Forever";"RIAA Gold";"British Psychedelia";"Summer";"Complex";"Psychedelic Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"30";"2";"8";"32";"3";"0";"8";"0";"33";"2";"3";"1";"20";"22";"2"
"Sun King";"1969";"Abbey Road";"59";2.43;"D";"Major";"74.994";"4";"0.192";"0.483";"0.177";"-17.629";"0.284";"";"";"";"Album Rock";"";"Atmospheric";"Art Pop";"Lennon";"Lennon";"Lennon";"Lennon";"N";"2";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Taxman";"1966";"Revolver";"60";2.65;"G";"Major";"133.586";"4";"0.783";"0.469";"0.596";"-8.348";"0.0101";"";"";"";"British Invasion";"";"Acerbic";"Rock";"Harrison, with uncredited contribution from Lennon";"Harrison";"Harrison";"Harrison";"N";"14";"";"";"";"0";"0";"";"0";"";"35";"";"36";"";"25";""
"Tell Me What You See";"1965";"Help!";"49";2.6;"G";"Major";"136.675";"4";"0.7";"0.592";"0.796";"-8.125";"0.061";"";"";"";"British Invasion";"In Love";"Earnest";"Rock";"McCartney, with Lennon";"McCartney";"McCartney, with Lennon";"McCartney";"N";"1";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Tell Me Why";"1964";"A Hard Day's Night";"52";2.17;"B";"Minor";"150.942";"3";"0.797";"0.267";"0.688";"-6.309";"0.586";"If I Fell";"Tell Me Why";"";"British Invasion";"Heartache";"Bright";"Rock and Roll";"Lennon";"Lennon";"Lennon";"Lennon";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Thank You Girl";"1963";"Past Masters (Vols. 1 & 2 / Remastered)";"41";2.02;"D";"Major";"137.717";"4";"0.972";"0.553";"0.71";"-10.492";"0.449";"From Me to You; Do You Want to Know a Secret?";"Thank You Girl; Thank You Girl";"";"British Invasion";"In Love";"Bright";"Merseybeat";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"N";"1";"";"35";"";"0";"0";"35";"0";"46";"";"";"";"";"";""
"The Ballad of John and Yoko";"1969";"Past Masters (Vols. 1 & 2 / Remastered)";"40";2.98;"E";"Major";"135.183";"4";"0.938";"0.656";"0.865";"-8.241";"0.00561";"The Ballad of John and Yoko";"Old Brown Shoe";"RIAA Gold";"";"";"Freewheeling";"Rock and Roll";"Lennon";"Lennon";"Lennon, with McCartney";"Lennon";"N";"4";"1";"8";"1";"14";"3";"8";"0";"28";"49";"48";"";"";"";""
"The Continuing Story of Bungalow Bill";"1968";"The Beatles";"54";3.3;"C";"Major";"114.816";"4";"0.648";"0.621";"0.459";"-10.414";"0.224";"";"";"";"";"";"";"Folk Rock";"Lennon";"Lennon";"Lennon, with Starkey";"Lennon";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"The End";"1969";"Abbey Road";"59";2.33;"B";"Minor";"123.444";"1";"0.222";"0.647";"0.487";"-10.119";"0.00101";"";"";"";"Album Rock";"";"Freewheeling";"Hard Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"20";""
"The Fool on the Hill";"1967";"Magical Mystery Tour";"60";3.0;"E";"Minor";"144.184";"4";"0.49";"0.356";"0.26";"-10.577";"0.913";"";"";"";"British Psychedelia";"Introspection";"Melancholy";"Baroque Pop";"McCartney";"McCartney";"McCartney";"McCartney";"N";"25";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"The Inner Light";"1968";"Past Masters (Vols. 1 & 2 / Remastered)";"41";2.6;"G#/Ab";"Major";"101.545";"3";"0.387";"0.304";"0.543";"-10.619";"0.751";"Lady Madonna";"The Inner Light";"RIAA Platinum";"British Psychedelia";"Introspection";"Atmospheric";"Indian Music";"Harrison";"Harrison";"Harrison";"Harrison";"N";"";"";"96";"";"0";"0";"";"0";"";"";"";"";"";"";""
"The Long and Winding Road";"1969";"Let It Be";"68";3.67;"D#/Eb";"Major";"132.282";"4";"0.392";"0.299";"0.329";"-10.096";"0.756";"The Long and Winding Road";"For You Blue";"RIAA Platinum";"Contemporary Pop/Rock";"Prom";"Dramatic";"Pop/Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"29";"";"1";"";"0";"0";"1";"2";"20";"37";"";"";"41";"";"45"
"The Night Before";"1965";"Help!";"56";2.55;"D";"Major";"84.496";"4";"0.632";"0.461";"0.762";"-6.727";"0.0537";"";"";"";"Adult Contemporary";"Goodbyes";"Agreeable";"Electronic Pop/Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"2";"";"";"";"0";"0";"";"0";"";"";"49";"";"";"";""
"The Word";"1965";"Rubber Soul";"55";2.68;"C";"Major";"120.773";"4";"0.792";"0.59";"0.641";"-9.687";"0.00682";"";"";"";"British Invasion";"In Love";"Bright";"Rock";"Lennon and McCartney";"Lennon and McCartney";"Lennon, McCartney and Harrison";"More than 2 vocalists";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"There's a Place";"1963";"Please Please Me";"51";1.82;"E";"Major";"140.928";"4";"0.927";"0.455";"0.582";"-10.009";"0.629";"";"";"";"British Invasion";"";"Bright";"Merseybeat";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"Lennon and McCartney";"N";"2";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Things We Said Today";"1964";"A Hard Day's Night";"56";2.63;"D";"Minor";"137.054";"4";"0.516";"0.551";"0.575";"-8.208";"0.239";"A Hard Day's Night";"Things We Said Today";"";"British Invasion";"Reminiscing";"Rousing";"Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"10";"";"";"";"0";"0";"";"0";"";"";"47";"";"";"";""
"Think for Yourself";"1965";"Rubber Soul";"55";2.3;"C";"Major";"130.544";"4";"0.799";"0.529";"0.567";"-9.796";"0.0124";"";"";"";"British Invasion";"Breakup";"Acerbic";"Pop/Rock";"Harrison";"Harrison";"Harrison";"Harrison";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"This Boy";"1963";"Past Masters (Vols. 1 & 2 / Remastered)";"56";2.22;"D";"Major";"110.173";"3";"0.703";"0.66";"0.337";"-11.524";"0.213";"I Want to Hold Your Hand; All My Loving";"This Boy; This Boy";"";"British Invasion";"Feeling Blue";"";"Doo Wop";"Lennon";"Lennon";"Lennon, with McCartney and Harrison";"Lennon";"N";"10";"";"";"";"0";"0";"";"0";"";"38";"";"";"";"";""
"Ticket to Ride";"1965";"Help!";"69";3.17;"A";"Major";"123.419";"4";"0.749";"0.519";"0.85";"-6.777";"0.0457";"Ticket to Ride";"Yes It Is";"";"British Invasion";"Breakup";"Bittersweet";"Power Pop";"Lennon";"Lennon";"Lennon, with McCartney";"Lennon";"N";"18";"1";"1";"1";"12";"3";"1";"0";"17";"10";"17";"16";"21";"19";"18"
"Till There Was You";"1963";"With the Beatles";"66";2.27;"F";"Major";"122.421";"4";"0.646";"0.727";"0.338";"-13.887";"0.79";"";"";"";"British Invasion";"In Love";"Amiable/Good-Natured";"Pop/Rock";"Willson";"Other";"McCartney";"McCartney";"Y";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Tomorrow Never Knows";"1966";"Revolver";"59";2.97;"F";"Major";"125.887";"4";"0.0534";"0.38";"0.829";"-6.105";"8.4e-05";"";"";"";"British Psychedelia";"Revolutionary";"Druggy";"Psychedelic Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"23";"";"";"";"0";"0";"";"0";"";"50";"18";"6";"";"7";"12"
"Twist and Shout";"1963";"Please Please Me";"80";2.08;"D";"Major";"124.631";"4";"0.937";"0.482";"0.849";"-9.198";"0.641";"Twist and Shout; Back in the U.S.S.R.";"There's a Place; Twist and Shout";"RIAA Platinum";"British Invasion";"";"Bright";"Rock and Roll";"Medley, Russell";"Other";"Lennon";"Lennon";"Y";"";"1";"2";"";"0";"0";"2";"0";"13";"25";"";"23";"44";"";"43"
"Two of Us";"1969";"Let It Be";"61";3.55;"G";"Major";"109.114";"4";"0.931";"0.726";"0.702";"-10.757";"0.0974";"";"";"";"Contemporary Pop/Rock";"Affection/Fondness";"";"Folk Rock";"McCartney";"McCartney";"McCartney, with Lennon";"McCartney";"N";"6";"";"";"";"0";"0";"";"0";"";"";"";"42";"";"";""
"Wait";"1965";"Rubber Soul";"55";2.27;"F#/Gb";"Minor";"127.201";"4";"0.657";"0.552";"0.487";"-10.574";"0.0175";"";"";"";"British Invasion";"";"Autumnal";"Folk Rock";"McCartney, with Lennon";"McCartney";"McCartney, with Lennon";"McCartney";"N";"3";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"We Can Work It Out";"1965";"Past Masters (Vols. 1 & 2 / Remastered)";"41";2.25;"D";"Major";"106.237";"4";"0.742";"0.373";"0.597";"-10.013";"0.102";"We Can Work It Out";"Day Tripper";"RIAA Gold";"British Invasion";"Affection/Fondness";"Energetic";"Folk Rock";"McCartney, with Lennon";"McCartney";"McCartney, with Lennon";"McCartney";"N";"29";"1";"1";"";"0";"0";"1";"3";"9";"36";"30";"25";"48";"40";""
"What Goes on";"1965";"Rubber Soul";"54";2.83;"E";"Major";"96.93";"4";"0.765";"0.67";"0.776";"-10.035";"0.0168";"Nowhere Man";"What Goes On";"RIAA Gold";"British Invasion";"";"Amiable/Good-Natured";"Country rock";"Lennon and McCartney, with Starkey";"Lennon and McCartney";"Starkey";"Starkey";"N";"2";"";"81";"";"0";"0";"";"0";"";"";"";"";"";"";""
"What You're Doing";"1964";"Beatles for Sale";"47";2.5;"D";"Major";"129.506";"4";"0.825";"0.695";"0.53";"-8.309";"0.301";"";"";"";"British Invasion";"Feeling Blue";"Bittersweet";"Jangle pop";"McCartney";"McCartney";"McCartney";"McCartney";"N";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"When I Get Home";"1964";"A Hard Day's Night";"47";2.3;"A";"Minor";"125.375";"4";"0.64";"0.568";"0.793";"-6.201";"0.384";"";"";"";"British Invasion";"In Love";"Bright";"Rock and Roll";"Lennon";"Lennon";"Lennon";"Lennon";"N";"1";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"When I'm Sixty Four";"1966";"Sgt. Pepper's Lonely Hearts Club Band";"68";2.62;"C#/Db";"Major";"140.411";"4";"0.661";"0.704";"0.241";"-13.258";"0.625";"";"";"";"Contemporary Pop/Rock";"In Love";"Cheerful";"Music Hall";"McCartney";"McCartney";"McCartney";"McCartney";"N";"21";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"While My Guitar Gently Weeps";"1968";"The Beatles";"74";4.77;"E";"Minor";"115";"4";"0.702";"0.453";"0.654";"-8.855";"0.0205";"Ob-La-Di, Ob-La-Da";"While My Guitar Gently Weeps";"";"British Psychedelia";"Feeling Blue";"Autumnal";"Rock";"Harrison";"Harrison";"Harrison";"Harrison";"N";"27";"";"";"";"0";"0";"";"0";"";"4";"10";"8";"12";"13";"32"
"Why Don't We Do It in the Road?";"1968";"The Beatles";"52";1.7;"D";"Major";"187.688";"4";"0.957";"0.589";"0.522";"-8.718";"0.53";"";"";"";"Contemporary Pop/Rock";"";"Brash";"Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"8";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Wild Honey Pie";"1968";"The Beatles";"52";0.87;"D";"Major";"89.9";"4";"0.152";"0.792";"0.763";"-11.185";"0.425";"";"";"";"British Psychedelia";"";"Freewheeling";"Experimental pop";"McCartney";"McCartney";"McCartney";"McCartney";"N";"2";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"With a Little Help From My Friends";"1967";"Sgt. Pepper's Lonely Hearts Club Band";"69";2.73;"E";"Major";"112.035";"4";"0.803";"0.705";"0.515";"-9.343";"0.365";"Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends";"A Day in the Life";"";"Contemporary Pop/Rock";"Affection/Fondness";"Amiable/Good-Natured";"Pop Rock";"Lennon and McCartney";"Lennon and McCartney";"Starkey";"Starkey";"N";"31";"63";"71";"";"0";"0";"";"0";"";"22";"";"50";"23";"26";""
"Within You Without You";"1967";"Sgt. Pepper's Lonely Hearts Club Band";"54";5.08;"F#/Gb";"Major";"126.166";"4";"0.354";"0.352";"0.479";"-9.965";"0.339";"";"";"";"British Psychedelia";"Introspection";"Atmospheric";"Indian Classical";"Harrison";"Harrison";"Harrison";"Harrison";"N";"9";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Words of Love";"1964";"Beatles for Sale";"51";2.03;"A";"Major";"122.358";"4";"0.85";"0.551";"0.533";"-9.8";"0.323";"";"";"";"British Invasion";"In Love";"Intimate";"Pop/Rock";"Holly";"Other";"Lennon and McCartney";"Lennon and McCartney";"Y";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Yellow Submarine";"1966";"Revolver";"61";2.63;"C#/Db";"Major";"111.398";"4";"0.696";"0.604";"0.549";"-9.873";"0.531";"Yellow Submarine";"Eleanor Rigby";"RIAA Gold";"British Invasion";"Birthday";"Amiable/Good-Natured";"Children's Music";"McCartney";"McCartney";"Starkey";"Starkey";"N";"8";"1";"2";"1";"13";"4";"2";"0";"25";"41";"";"";"8";"";""
"Yer Blues";"1968";"The Beatles";"54";4.02;"A";"Major";"151.766";"3";"0.435";"0.327";"0.525";"-10.272";"0.000875";"";"";"";"Blues-Rock";"Feeling Blue";"Acerbic";"Blues Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"6";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Yes It Is";"1965";"Past Masters (Vols. 1 & 2 / Remastered)";"46";2.68;"E";"Major";"132.571";"4";"0.426";"0.414";"0.329";"-8.193";"0.638";"Ticket to Ride";"Yes It Is";"";"British Invasion";"Feeling Blue";"Bittersweet";"Pop/Rock";"Lennon";"Lennon";"Lennon, McCartney and Harrison";"More than 2 vocalists";"N";"2";"1";"46";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Yesterday";"1965";"Help!";"80";2.05;"F";"Major";"96.529";"4";"0.315";"0.332";"0.179";"-11.83";"0.879";"Yesterday";"Act Naturally";"RIAA Gold";"British Invasion";"Breakup";"Bittersweet";"Baroque Pop";"McCartney";"McCartney";"McCartney";"McCartney";"N";"70";"8";"1";"8";"7";"0";"1";"4";"12";"12";"4";"22";"3";"6";"39"
"You Can't Do That";"1964";"A Hard Day's Night";"51";2.62;"C";"Major";"129.161";"4";"0.961";"0.612";"0.788";"-6.251";"0.367";"Can't Buy Me Love";"You Can't Do That";"";"British Invasion";"Awareness";"Acerbic";"Rock and Roll";"Lennon";"Lennon";"Lennon";"Lennon";"N";"10";"1";"48";"";"0";"0";"";"0";"";"";"";"";"";"";""
"You Know My Name (Look Up the Number)";"1967";"Past Masters (Vols. 1 & 2 / Remastered)";"40";4.35;"D";"Major";"118.822";"4";"0.696";"0.672";"0.529";"-11.566";"0.647";"Let It Be";"You Know My Name (Look Up the Number)";"RIAA 2xPlatinum";"Contemporary Pop/Rock";"Mischievous";"Campy";"Comedy Rock";"Lennon, with McCartney";"Lennon";"Lennon and McCartney";"Lennon and McCartney";"N";"1";"2";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"You Like Me Too Much";"1965";"Help!";"50";2.58;"G";"Major";"88.316";"4";"0.899";"0.555";"0.57";"-7.869";"0.415";"";"";"";"British Invasion";"In Love";"Bright";"Pop/Rock";"Harrison";"Harrison";"Harrison";"Harrison";"N";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"You Never Give Me Your Money";"1969";"Abbey Road";"60";4.03;"C";"Major";"174.464";"3";"0.223";"0.335";"0.416";"-11.051";"0.345";"";"";"";"Album Rock";"The Creative Side";"Atmospheric";"Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"6";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"You Won't See Me";"1965";"Rubber Soul";"57";3.37;"A";"Major";"115.941";"4";"0.473";"0.488";"0.539";"-8.752";"0.136";"";"";"";"British Invasion";"Breakup";"Bright";"Pop/Rock";"McCartney";"McCartney";"McCartney";"McCartney";"N";"9";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"You're Going to Lose That Girl";"1965";"Help!";"57";2.33;"E";"Major";"131.975";"4";"0.818";"0.533";"0.66";"-7.694";"0.346";"";"";"";"British Invasion";"";"Bravado";"Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"2";"";"";"";"0";"0";"";"0";"";"";"27";"";"";"";""
"You've Got to Hide Your Love Away";"1965";"Help!";"73";2.18;"G";"Major";"184.267";"3";"0.378";"0.398";"0.392";"-9.05";"0.207";"";"";"";"British Invasion";"Breakup";"Angst-Ridden";"FolkPop/Rock";"Lennon";"Lennon";"Lennon";"Lennon";"N";"21";"";"";"";"0";"0";"";"0";"";"42";"31";"49";"";"37";"46"
"You've Really Got a Hold on Me";"1963";"With the Beatles";"54";3.03;"A";"Major";"77.643";"4";"0.687";"0.373";"0.388";"-9.31";"0.525";"";"";"";"British Invasion";"In Love";"Earnest";"Soul";"Robinson";"Other";"Lennon and Harrison";"More than 2 vocalists";"Y";"";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
"Your Mother Should Know";"1967";"Magical Mystery Tour";"58";2.48;"C";"Major";"117.613";"4";"0.724";"0.698";"0.293";"-11.361";"0.784";"";"";"";"British Psychedelia";"";"Carefree";"Music Hall";"McCartney";"McCartney";"McCartney";"McCartney";"N";"1";"";"";"";"0";"0";"";"0";"";"";"";"";"";"";""
